source_event_id,case_id,activity,from_ts,to_ts,resource,depot,area,equipment_id,equipment_type,cost_amount,priority
EVT-0001387,WO-2026-00160,Fault Reported,2026-02-21 14:36:00,2026-02-21 16:32:00,T-202,Central Depot,C-Workshop,EQ-1389,Valve Assembly,1721.65,High
EVT-0001388,WO-2026-00160,Triaged,2026-02-21 18:18:00,2026-02-21 18:25:00,T-202,Central Depot,C-Workshop,EQ-1389,Valve Assembly,1679.48,
,WO-2026-00160,Parts Ordered,2026-02-25 18:18:00,2026-02-25 20:48:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,1544.95,
,WO-2026-00160,Parts Received,2026-02-25 20:12:00,2026-02-25 22:25:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,1560.17,Low
,WO-2026-00160,Repair Started,2026-02-25 22:12:00,2026-02-25 22:26:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,835.37,
,WO-2026-00160,Repair Completed,2026-02-26 03:12:00,2026-02-26 05:02:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,683.33,Medium
,WO-2026-00160,Tested,2026-02-26 03:35:00,2026-02-26 05:59:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,2364.31,Medium
,WO-2026-00160,Repair Started,2026-02-26 11:35:00,2026-02-26 12:30:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,301.04,
,WO-2026-00160,Repair Completed,2026-02-26 23:35:00,2026-02-27 00:20:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,627.30,Medium
,WO-2026-00160,Tested,2026-02-27 00:24:00,2026-02-27 01:34:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,2573.42,Medium
,WO-2026-00160,Returned to Service,2026-02-27 01:37:00,2026-02-27 02:57:00,T-301,South Depot,C-Workshop,EQ-1389,Valve Assembly,861.44,High
EVT-0001398,WO-2026-00161,Fault Reported,2026-05-27 02:01:00,2026-05-27 04:31:00,T-101,North Depot,N-Field,EQ-1730,Compressor,376.21,Low
EVT-0001399,WO-2026-00161,Triaged,2026-05-27 03:53:00,2026-05-27 04:10:00,T-101,North Depot,N-Field,EQ-1730,Compressor,1452.09,Medium
EVT-0001400,WO-2026-00162,Fault Reported,2026-01-10 02:17:00,2026-01-10 05:01:00,T-102,North Depot,S-Field,EQ-1803,Compressor,1366.00,High
EVT-0001401,WO-2026-00162,Triaged,2026-01-10 05:52:00,2026-01-10 08:42:00,T-101,North Depot,S-Field,EQ-1803,Compressor,2477.39,
EVT-0001402,WO-2026-00162,Parts Ordered,2026-01-13 03:52:00,2026-01-13 06:39:00,T-101,North Depot,S-Field,EQ-1803,Compressor,,
EVT-0001403,WO-2026-00162,Parts Received,2026-01-13 06:09:00,2026-01-13 08:24:00,T-101,North Depot,S-Field,EQ-1803,Compressor,,Low
EVT-0001404,WO-2026-00162,Repair Started,2026-01-13 08:09:00,2026-01-13 08:24:00,T-101,North Depot,S-Field,EQ-1803,Compressor,2524.03,Medium
EVT-0001405,WO-2026-00162,Repair Completed,2026-01-13 12:09:00,2026-01-13 12:44:00,T-101,North Depot,S-Field,EQ-1803,Compressor,885.82,High
EVT-0001406,WO-2026-00162,Tested,2026-01-13 15:03:00,2026-01-13 16:42:00,T-201,Central Depot,S-Field,EQ-1803,Compressor,1363.65,
EVT-0001407,WO-2026-00162,Returned to Service,2026-01-13 17:42:00,2026-01-13 18:38:00,T-201,Central Depot,S-Field,EQ-1803,Compressor,,Medium
,WO-2026-00163,Fault Reported,2026-04-21 05:29:00,2026-04-21 05:44:00,T-301,South Depot,N-Field,EQ-1451,Conveyor,,High
EVT-0001409,WO-2026-00163,Triaged,2026-04-21 06:53:00,2026-04-21 09:08:00,T-302,Central Depot,N-Field,EQ-1451,Conveyor,425.98,Medium
,WO-2026-00163,Parts Ordered,2026-04-23 21:53:00,2026-04-23 23:49:00,T-301,South Depot,N-Field,EQ-1451,Conveyor,,
,WO-2026-00163,Parts Received,2026-04-23 22:19:00,2026-04-24 00:54:00,T-301,South Depot,N-Field,EQ-1451,Conveyor,1642.91,
EVT-0001412,WO-2026-00163,Repair Started,2026-04-24 00:19:00,2026-04-24 02:08:00,T-101,North Depot,N-Field,EQ-1451,Conveyor,,High
EVT-0001413,WO-2026-00163,Repair Completed,2026-04-24 02:19:00,2026-04-24 04:44:00,T-101,North Depot,N-Field,EQ-1451,Conveyor,,Low
EVT-0001414,WO-2026-00163,Tested,2026-04-24 03:02:00,2026-04-24 04:27:00,T-101,North Depot,N-Field,EQ-1451,Conveyor,1532.43,
EVT-0001415,WO-2026-00163,Returned to Service,2026-04-24 05:52:00,2026-04-24 08:30:00,T-101,North Depot,N-Field,EQ-1451,Conveyor,2006.09,Medium
EVT-0001416,WO-2026-00164,Fault Reported,2026-02-14 14:21:00,2026-02-14 15:05:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,235.46,High
EVT-0001417,WO-2026-00164,Triaged,2026-02-14 15:46:00,2026-02-14 18:31:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,626.33,Low
EVT-0001418,WO-2026-00164,Parts Ordered,2026-02-16 10:46:00,2026-02-16 10:57:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,1200.69,Low
EVT-0001419,WO-2026-00164,Parts Received,2026-02-16 11:25:00,2026-02-16 11:53:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,1796.26,High
EVT-0001420,WO-2026-00164,Repair Started,2026-02-16 13:25:00,2026-02-16 14:04:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,365.76,High
EVT-0001421,WO-2026-00164,Repair Completed,2026-02-17 00:25:00,2026-02-17 02:23:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,244.82,
EVT-0001422,WO-2026-00164,Tested,2026-02-17 00:48:00,2026-02-17 01:57:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,1181.68,
EVT-0001423,WO-2026-00164,Returned to Service,2026-02-17 04:22:00,2026-02-17 04:42:00,T-102,North Depot,S-Field,EQ-1818,Conveyor,1310.28,Medium
EVT-0001424,WO-2026-00165,Fault Reported,2026-01-09 12:40:00,2026-01-09 14:23:00,T-101,North Depot,N-Bay-1,EQ-1107,Conveyor,,Medium
EVT-0001425,WO-2026-00165,Triaged,2026-01-09 13:30:00,2026-01-09 16:23:00,T-101,North Depot,N-Bay-1,EQ-1107,Conveyor,99.32,
EVT-0001426,WO-2026-00165,Parts Ordered,2026-01-11 19:30:00,2026-01-11 21:25:00,T-101,North Depot,N-Bay-1,EQ-1107,Conveyor,2446.71,
EVT-0001427,WO-2026-00165,Parts Received,2026-01-11 21:50:00,2026-01-11 23:58:00,T-101,North Depot,N-Bay-1,EQ-1107,Conveyor,,
,WO-2026-00165,Repair Started,2026-01-12 07:50:00,2026-01-12 08:13:00,T-302,South Depot,N-Bay-1,EQ-1107,Conveyor,1619.08,
,WO-2026-00165,Repair Completed,2026-01-12 08:50:00,2026-01-12 11:27:00,T-302,South Depot,N-Bay-1,EQ-1107,Conveyor,211.76,Low
,WO-2026-00165,Tested,2026-01-12 10:23:00,2026-01-12 11:34:00,T-302,South Depot,N-Bay-1,EQ-1107,Conveyor,,Medium
,WO-2026-00165,Repair Started,2026-01-12 15:23:00,2026-01-12 16:49:00,T-302,South Depot,N-Bay-1,EQ-1107,Conveyor,484.17,High
EVT-0001432,WO-2026-00165,Repair Completed,2026-01-12 19:23:00,2026-01-12 19:35:00,T-102,North Depot,N-Bay-1,EQ-1107,Conveyor,1663.33,Medium
EVT-0001433,WO-2026-00165,Tested,2026-01-12 22:20:00,2026-01-13 00:30:00,T-202,Central Depot,N-Bay-1,EQ-1107,Conveyor,356.62,Medium
,WO-2026-00165,Returned to Service,2026-01-12 23:39:00,2026-01-13 01:47:00,T-302,South Depot,N-Bay-1,EQ-1107,Conveyor,1218.34,
,WO-2026-00166,Fault Reported,2026-05-11 20:02:00,2026-05-11 22:18:00,T-202,South Depot,C-Field,EQ-1909,Compressor,,Low
,WO-2026-00166,Triaged,2026-05-11 21:15:00,2026-05-11 22:16:00,T-202,South Depot,C-Field,EQ-1909,Compressor,2092.27,Low
,WO-2026-00166,Repair Started,2026-05-12 04:15:00,2026-05-12 04:44:00,T-202,South Depot,C-Field,EQ-1909,Compressor,1274.08,Low
,WO-2026-00166,Repair Completed,2026-05-12 11:15:00,2026-05-12 13:09:00,T-202,South Depot,C-Field,EQ-1909,Compressor,591.30,
,WO-2026-00166,Tested,2026-05-12 11:21:00,2026-05-12 13:13:00,T-202,South Depot,C-Field,EQ-1909,Compressor,185.61,
,WO-2026-00166,Returned to Service,2026-05-12 12:29:00,2026-05-12 13:40:00,T-202,South Depot,C-Field,EQ-1909,Compressor,621.70,Medium
EVT-0001441,WO-2026-00167,Fault Reported,2026-02-12 12:12:00,2026-02-12 15:04:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,636.22,Medium
EVT-0001442,WO-2026-00167,Triaged,2026-02-12 16:09:00,2026-02-12 18:53:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,530.53,Medium
EVT-0001443,WO-2026-00167,Parts Ordered,2026-02-13 11:09:00,2026-02-13 12:06:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,1401.40,
EVT-0001444,WO-2026-00167,Parts Received,2026-02-13 14:48:00,2026-02-13 17:30:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,1406.79,
EVT-0001445,WO-2026-00167,Repair Started,2026-02-13 17:48:00,2026-02-13 19:43:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,2051.75,
EVT-0001446,WO-2026-00167,Repair Completed,2026-02-14 04:48:00,2026-02-14 07:19:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,148.03,Low
EVT-0001447,WO-2026-00167,Tested,2026-02-14 05:57:00,2026-02-14 08:18:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,1352.61,Low
EVT-0001448,WO-2026-00167,Returned to Service,2026-02-14 07:29:00,2026-02-14 08:58:00,T-201,Central Depot,N-Field,EQ-1620,Compressor,2256.57,Low
,WO-2026-00168,Fault Reported,2026-05-28 16:55:00,2026-05-28 19:21:00,T-301,South Depot,N-Bay-2,EQ-1412,Valve Assembly,2051.24,High
,WO-2026-00168,Triaged,2026-05-28 19:42:00,2026-05-28 21:51:00,T-301,South Depot,N-Bay-2,EQ-1412,Valve Assembly,,
EVT-0001451,WO-2026-00169,Fault Reported,2026-02-22 12:59:00,2026-02-22 13:57:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,2535.91,High
EVT-0001452,WO-2026-00169,Triaged,2026-02-22 16:43:00,2026-02-22 19:18:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,84.27,Medium
EVT-0001453,WO-2026-00169,Parts Ordered,2026-02-24 14:43:00,2026-02-24 15:36:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,848.98,High
EVT-0001454,WO-2026-00169,Parts Received,2026-02-24 15:18:00,2026-02-24 16:27:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,1787.11,
EVT-0001455,WO-2026-00169,Repair Started,2026-02-25 02:18:00,2026-02-25 03:59:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,,Low
EVT-0001456,WO-2026-00169,Repair Completed,2026-02-25 08:18:00,2026-02-25 10:10:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,1773.81,
EVT-0001457,WO-2026-00169,Tested,2026-02-25 11:18:00,2026-02-25 12:33:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,1090.15,Low
EVT-0001458,WO-2026-00169,Repair Started,2026-02-25 21:18:00,2026-02-25 23:47:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,465.29,Medium
EVT-0001459,WO-2026-00169,Repair Completed,2026-02-26 03:18:00,2026-02-26 03:43:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,2392.83,Medium
EVT-0001460,WO-2026-00169,Tested,2026-02-26 06:22:00,2026-02-26 08:03:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,1995.33,High
EVT-0001461,WO-2026-00169,Returned to Service,2026-02-26 09:01:00,2026-02-26 09:09:00,T-102,North Depot,S-Bay-1,EQ-1809,Generator,147.15,Medium
,WO-2026-00170,Fault Reported,2026-04-11 06:42:00,2026-04-11 08:25:00,T-301,South Depot,S-Field,EQ-1824,Compressor,1748.70,High
,WO-2026-00170,Triaged,2026-04-11 09:05:00,2026-04-11 09:58:00,T-301,South Depot,S-Field,EQ-1824,Compressor,1333.66,Medium
,WO-2026-00170,Parts Ordered,2026-04-11 09:05:00,2026-04-11 10:57:00,T-301,South Depot,S-Field,EQ-1824,Compressor,1981.63,
,WO-2026-00170,Parts Received,2026-04-11 10:51:00,2026-04-11 11:18:00,T-301,South Depot,S-Field,EQ-1824,Compressor,764.48,High
,WO-2026-00170,Repair Started,2026-04-11 12:51:00,2026-04-11 15:39:00,T-301,South Depot,S-Field,EQ-1824,Compressor,1481.06,High
,WO-2026-00170,Repair Completed,2026-04-12 00:51:00,2026-04-12 02:34:00,T-301,South Depot,S-Field,EQ-1824,Compressor,1048.52,Low
EVT-0001468,WO-2026-00170,Tested,2026-04-12 01:49:00,2026-04-12 02:32:00,T-101,North Depot,S-Field,EQ-1824,Compressor,109.98,
EVT-0001469,WO-2026-00170,Returned to Service,2026-04-12 04:08:00,2026-04-12 04:29:00,T-101,North Depot,S-Field,EQ-1824,Compressor,1422.41,Medium
EVT-0001470,WO-2026-00171,Fault Reported,2026-04-13 11:29:00,2026-04-13 12:56:00,T-201,Central Depot,S-Field,EQ-1771,Conveyor,1945.24,
,WO-2026-00171,Triaged,2026-04-13 15:00:00,2026-04-13 16:09:00,T-301,South Depot,S-Field,EQ-1771,Conveyor,1838.66,Medium
,WO-2026-00171,Parts Ordered,2026-04-16 06:00:00,2026-04-16 06:30:00,T-301,South Depot,S-Field,EQ-1771,Conveyor,842.74,
,WO-2026-00171,Parts Received,2026-04-16 09:36:00,2026-04-16 12:32:00,T-301,South Depot,S-Field,EQ-1771,Conveyor,2137.51,
,WO-2026-00171,Repair Started,2026-04-16 21:36:00,2026-04-16 22:25:00,T-301,South Depot,S-Field,EQ-1771,Conveyor,700.71,
,WO-2026-00171,Repair Completed,2026-04-17 02:36:00,2026-04-17 03:31:00,T-301,South Depot,S-Field,EQ-1771,Conveyor,,Low
,WO-2026-00171,Tested,2026-04-17 06:24:00,2026-04-17 09:01:00,T-202,South Depot,S-Field,EQ-1771,Conveyor,1911.62,Medium
,WO-2026-00171,Returned to Service,2026-04-17 07:50:00,2026-04-17 10:25:00,T-202,South Depot,S-Field,EQ-1771,Conveyor,538.88,Medium
EVT-0001478,WO-2026-00172,Fault Reported,2026-04-15 03:56:00,2026-04-15 05:17:00,T-102,North Depot,S-Bay-1,EQ-1106,Conveyor,,Medium
EVT-0001479,WO-2026-00172,Triaged,2026-04-15 06:56:00,2026-04-15 08:00:00,T-102,North Depot,S-Bay-1,EQ-1106,Conveyor,866.76,Medium
EVT-0001480,WO-2026-00172,Repair Started,2026-04-15 11:56:00,2026-04-15 14:21:00,T-201,Central Depot,S-Bay-1,EQ-1106,Conveyor,2487.37,High
EVT-0001481,WO-2026-00172,Repair Completed,2026-04-15 17:56:00,2026-04-15 19:49:00,T-102,North Depot,S-Bay-1,EQ-1106,Conveyor,2483.71,
EVT-0001482,WO-2026-00172,Tested,2026-04-15 18:41:00,2026-04-15 19:23:00,T-102,North Depot,S-Bay-1,EQ-1106,Conveyor,1200.99,Low
EVT-0001483,WO-2026-00172,Returned to Service,2026-04-15 20:51:00,2026-04-15 21:20:00,T-102,North Depot,S-Bay-1,EQ-1106,Conveyor,,Low
EVT-0001484,WO-2026-00173,Fault Reported,2026-04-14 12:49:00,2026-04-14 14:36:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,,High
EVT-0001485,WO-2026-00173,Triaged,2026-04-14 15:53:00,2026-04-14 16:53:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,1864.55,High
EVT-0001486,WO-2026-00173,Parts Ordered,2026-04-15 23:53:00,2026-04-16 01:18:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,2447.19,Medium
EVT-0001487,WO-2026-00173,Parts Received,2026-04-16 01:57:00,2026-04-16 04:07:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,,Low
EVT-0001488,WO-2026-00173,Repair Started,2026-04-16 13:57:00,2026-04-16 16:30:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,632.19,
EVT-0001489,WO-2026-00173,Repair Completed,2026-04-16 16:57:00,2026-04-16 19:43:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,207.85,Low
EVT-0001490,WO-2026-00173,Tested,2026-04-16 20:24:00,2026-04-16 22:26:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,1604.34,Low
EVT-0001491,WO-2026-00173,Returned to Service,2026-04-16 22:33:00,2026-04-17 00:19:00,T-302,Central Depot,N-Bay-1,EQ-1731,Pump,667.01,High
,WO-2026-00174,Fault Reported,2026-02-01 13:07:00,2026-02-01 16:01:00,T-302,South Depot,C-Bay-2,EQ-1312,Generator,2104.74,Medium
,WO-2026-00174,Triaged,2026-02-01 13:28:00,2026-02-01 15:43:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,72.51,
,WO-2026-00174,Parts Ordered,2026-02-03 01:28:00,2026-02-03 03:28:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,791.90,
,WO-2026-00174,Parts Received,2026-02-03 01:48:00,2026-02-03 03:59:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,2575.52,High
,WO-2026-00174,Repair Started,2026-02-03 02:48:00,2026-02-03 03:11:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,1352.50,Medium
,WO-2026-00174,Repair Completed,2026-02-03 13:48:00,2026-02-03 16:11:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,2006.60,Medium
,WO-2026-00174,Tested,2026-02-03 15:41:00,2026-02-03 18:28:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,470.47,
,WO-2026-00174,Returned to Service,2026-02-03 17:06:00,2026-02-03 17:58:00,T-301,South Depot,C-Bay-2,EQ-1312,Generator,2447.47,High
EVT-0001500,WO-2026-00175,Fault Reported,2026-02-18 18:39:00,2026-02-18 21:23:00,T-102,North Depot,N-Bay-1,EQ-1782,Compressor,549.53,
EVT-0001501,WO-2026-00175,Triaged,2026-02-18 21:11:00,2026-02-18 23:19:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,1038.06,
EVT-0001502,WO-2026-00175,Parts Ordered,2026-02-21 01:11:00,2026-02-21 03:47:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,,Medium
EVT-0001503,WO-2026-00175,Parts Received,2026-02-21 04:38:00,2026-02-21 04:57:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,,Medium
EVT-0001504,WO-2026-00175,Repair Started,2026-02-21 09:38:00,2026-02-21 10:54:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,,High
EVT-0001505,WO-2026-00175,Repair Completed,2026-02-21 16:38:00,2026-02-21 19:26:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,,High
EVT-0001506,WO-2026-00175,Tested,2026-02-21 17:29:00,2026-02-21 17:58:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,2413.68,
EVT-0001507,WO-2026-00175,Returned to Service,2026-02-21 21:29:00,2026-02-22 00:29:00,T-201,Central Depot,N-Bay-1,EQ-1782,Compressor,2045.22,High
EVT-0001508,WO-2026-00176,Fault Reported,2026-02-06 05:17:00,2026-02-06 05:31:00,T-201,Central Depot,C-Field,EQ-1196,Conveyor,476.86,Low
EVT-0001509,WO-2026-00176,Triaged,2026-02-06 08:42:00,2026-02-06 11:20:00,T-201,Central Depot,C-Field,EQ-1196,Conveyor,2038.77,Low
EVT-0001510,WO-2026-00176,Parts Ordered,2026-02-09 09:42:00,2026-02-09 10:46:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,2376.51,High
EVT-0001511,WO-2026-00176,Parts Received,2026-02-09 13:31:00,2026-02-09 15:59:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,1086.08,Medium
EVT-0001512,WO-2026-00176,Repair Started,2026-02-09 15:31:00,2026-02-09 15:54:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,2427.11,High
EVT-0001513,WO-2026-00176,Repair Completed,2026-02-10 01:31:00,2026-02-10 03:44:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,,High
EVT-0001514,WO-2026-00176,Tested,2026-02-10 03:26:00,2026-02-10 05:19:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,2227.60,Medium
EVT-0001515,WO-2026-00176,Returned to Service,2026-02-10 04:35:00,2026-02-10 05:01:00,T-101,North Depot,C-Field,EQ-1196,Conveyor,1103.32,Low
EVT-0001516,WO-2026-00177,Fault Reported,2026-02-20 21:18:00,2026-02-20 21:47:00,T-201,Central Depot,N-Bay-2,EQ-1775,Conveyor,194.12,
EVT-0001517,WO-2026-00177,Triaged,2026-02-20 23:48:00,2026-02-21 02:12:00,T-201,Central Depot,N-Bay-2,EQ-1775,Conveyor,,Medium
EVT-0001518,WO-2026-00177,Parts Ordered,2026-02-22 07:48:00,2026-02-22 07:54:00,T-201,Central Depot,N-Bay-2,EQ-1775,Conveyor,1213.71,Medium
EVT-0001519,WO-2026-00177,Parts Received,2026-02-22 10:46:00,2026-02-22 12:19:00,T-102,North Depot,N-Bay-2,EQ-1775,Conveyor,1392.31,High
EVT-0001520,WO-2026-00177,Repair Started,2026-02-22 12:46:00,2026-02-22 15:26:00,T-102,North Depot,N-Bay-2,EQ-1775,Conveyor,696.51,
EVT-0001521,WO-2026-00177,Repair Completed,2026-02-22 21:46:00,2026-02-22 23:07:00,T-202,Central Depot,N-Bay-2,EQ-1775,Conveyor,,Medium
,WO-2026-00177,Tested,2026-02-23 00:01:00,2026-02-23 00:41:00,T-302,South Depot,N-Bay-2,EQ-1775,Conveyor,2280.19,High
,WO-2026-00177,Returned to Service,2026-02-23 03:43:00,2026-02-23 05:36:00,T-302,South Depot,N-Bay-2,EQ-1775,Conveyor,1585.10,Low
EVT-0001524,WO-2026-00178,Fault Reported,2026-05-15 21:45:00,2026-05-16 00:34:00,T-201,Central Depot,N-Bay-1,EQ-1844,Generator,2479.00,High
,WO-2026-00178,Triaged,2026-05-15 22:40:00,2026-05-15 23:33:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,1661.43,
,WO-2026-00178,Parts Ordered,2026-05-18 08:40:00,2026-05-18 11:03:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,,
,WO-2026-00178,Parts Received,2026-05-18 11:37:00,2026-05-18 12:33:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,1023.76,High
,WO-2026-00178,Repair Started,2026-05-18 17:37:00,2026-05-18 18:16:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,1622.22,High
,WO-2026-00178,Repair Completed,2026-05-18 19:37:00,2026-05-18 22:09:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,507.70,
,WO-2026-00178,Tested,2026-05-18 20:14:00,2026-05-18 20:51:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,2174.24,Medium
,WO-2026-00178,Returned to Service,2026-05-18 23:19:00,2026-05-19 00:44:00,T-202,South Depot,N-Bay-1,EQ-1844,Generator,2364.34,Low
EVT-0001532,WO-2026-00179,Fault Reported,2026-05-03 05:08:00,2026-05-03 07:54:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,1900.28,High
EVT-0001533,WO-2026-00179,Triaged,2026-05-03 09:06:00,2026-05-03 09:36:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,2506.01,High
EVT-0001534,WO-2026-00179,Parts Ordered,2026-05-04 18:06:00,2026-05-04 19:59:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,1040.43,Medium
EVT-0001535,WO-2026-00179,Parts Received,2026-05-04 20:48:00,2026-05-04 22:59:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,2291.80,Medium
EVT-0001536,WO-2026-00179,Repair Started,2026-05-04 21:48:00,2026-05-04 23:52:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,2331.93,High
EVT-0001537,WO-2026-00179,Repair Completed,2026-05-05 08:48:00,2026-05-05 09:58:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,2129.36,Low
EVT-0001538,WO-2026-00179,Tested,2026-05-05 09:39:00,2026-05-05 10:15:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,843.89,High
EVT-0001539,WO-2026-00179,Returned to Service,2026-05-05 10:24:00,2026-05-05 12:00:00,T-302,Central Depot,C-Bay-2,EQ-1253,Valve Assembly,1934.51,Low
EVT-0001540,WO-2026-00180,Fault Reported,2026-01-29 23:44:00,2026-01-30 00:08:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,2020.24,
EVT-0001541,WO-2026-00180,Triaged,2026-01-30 00:00:00,2026-01-30 02:42:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,1753.08,Medium
EVT-0001542,WO-2026-00180,Parts Ordered,2026-02-01 14:00:00,2026-02-01 14:23:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,,Low
EVT-0001543,WO-2026-00180,Parts Received,2026-02-01 14:49:00,2026-02-01 17:08:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,1365.80,Low
EVT-0001544,WO-2026-00180,Repair Started,2026-02-02 00:49:00,2026-02-02 03:06:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,116.70,
EVT-0001545,WO-2026-00180,Repair Completed,2026-02-02 11:49:00,2026-02-02 12:51:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,1357.36,High
EVT-0001546,WO-2026-00180,Tested,2026-02-02 14:25:00,2026-02-02 16:32:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,2277.05,
EVT-0001547,WO-2026-00180,Returned to Service,2026-02-02 14:33:00,2026-02-02 16:57:00,T-101,North Depot,N-Field,EQ-1144,Conveyor,613.83,
EVT-0001548,WO-2026-00181,Fault Reported,2026-01-20 05:16:00,2026-01-20 05:31:00,T-101,North Depot,N-Bay-2,EQ-1802,Pump,,Low
EVT-0001549,WO-2026-00181,Triaged,2026-01-20 07:44:00,2026-01-20 10:08:00,T-101,North Depot,N-Bay-2,EQ-1802,Pump,1516.65,High
EVT-0001550,WO-2026-00181,Parts Ordered,2026-01-21 05:44:00,2026-01-21 05:58:00,T-101,North Depot,N-Bay-2,EQ-1802,Pump,2389.50,Medium
EVT-0001551,WO-2026-00181,Parts Received,2026-01-21 09:37:00,2026-01-21 11:49:00,T-101,North Depot,N-Bay-2,EQ-1802,Pump,1332.88,
EVT-0001552,WO-2026-00181,Repair Started,2026-01-21 11:37:00,2026-01-21 12:44:00,T-101,North Depot,N-Bay-2,EQ-1802,Pump,2451.32,High
,WO-2026-00181,Repair Completed,2026-01-21 13:37:00,2026-01-21 15:16:00,T-302,South Depot,N-Bay-2,EQ-1802,Pump,,High
,WO-2026-00181,Tested,2026-01-21 17:37:00,2026-01-21 19:14:00,T-302,South Depot,N-Bay-2,EQ-1802,Pump,1788.27,Low
,WO-2026-00181,Repair Started,2026-01-21 22:37:00,2026-01-22 00:19:00,T-302,South Depot,N-Bay-2,EQ-1802,Pump,,High
,WO-2026-00181,Repair Completed,2026-01-22 10:37:00,2026-01-22 11:51:00,T-302,South Depot,N-Bay-2,EQ-1802,Pump,,Medium
